index,servo,motor,gimbal,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
1367,18673,3506,2688,3572,164,-9484,-10,1724,-2047
1368,18673,3432,2690,1438,-2742,672,756,-885,-10120
1369,18135,3536,2691,2748,-284,-5616,-571,-263,-4458
1370,18135,3496,2691,490,-1570,-1790,-446,-1178,-3170
1371,17801,3409,2689,-590,-1078,-4080,-336,-936,-4552
1372,17454,3705,2689,2790,1770,-5830,642,347,-3335
1373,17454,3016,2687,3428,-2318,-2794,158,-984,-2863
1374,17394,3627,2688,4024,-358,-6158,1317,1922,2191
1375,17394,3434,2688,2906,754,-1574,-174,1086,-3179
1376,17394,3606,2689,628,676,-3690,-239,-1358,-2575
1377,17394,3555,2692,-422,-1708,-3610,-368,-362,-3025
1378,17490,3340,2689,2842,3488,-3704,-881,537,-3031
1379,18183,3746,2688,1168,-120,-2716,417,471,-2893
1380,18183,3175,2688,1112,-2100,-2838,550,1504,836
1381,19307,3614,2688,2438,-1196,-5558,-145,-1161,-2277
1382,19307,3088,2690,2674,-930,-5964,200,677,-3845
1383,20467,3799,2690,3322,-3658,-2532,200,381,-2539
1384,20467,3275,2691,2770,688,-6596,-687,-1759,-2613
1385,21436,3870,2690,1480,3440,-2794,145,13,-1278
1386,21902,3156,2688,2602,1186,-4716,-504,705,-2501
1387,21902,3485,2687,1302,-2272,-2922,300,362,-2619
1388,22141,3483,2690,2254,-322,-3372,-145,439,-3214
1389,22141,3506,2689,1978,226,-1570,91,661,-3285
1390,22320,3403,2690,518,1268,-1468,0,-1200,-4198
1391,22332,3699,2691,928,-2014,-3628,-372,-298,-3529
1392,22332,3781,2688,3096,556,-10172,-852,-536,-3117
1393,22344,3426,2690,5298,-1352,-5906,900,-2226,-3969
1394,22344,3478,2689,2418,-252,-5550,145,273,-3577
1395,22404,3579,2688,3928,-2008,-3666,104,840,-4080
1396,22404,3542,2690,2692,602,-5020,-106,-803,-5018
1397,22392,3405,2688,954,3062,-4904,-323,702,-3862
1398,22320,3547,2690,2080,-2666,-1768,565,-70,-5192
1399,22320,3412,2689,1224,114,-6568,200,954,-3730
1400,22141,3447,2690,3730,-2420,-4190,242,-686,-4590
1401,22141,3275,2689,2842,-2230,-8174,406,1283,-5666
1402,21782,3448,2690,2280,-802,-6432,-58,1109,-4116
1403,21782,3394,2689,2622,2108,-5860,-284,-520,-3364
1404,21412,3428,2689,1794,-1810,-578,981,613,-6214
1405,20981,3446,2689,1550,82,-5800,-313,-1683,-2846
1406,20981,3842,2689,942,2890,-7384,-187,963,-3403
1407,20766,3323,2690,4706,-1404,-2880,798,442,-5572
1408,20766,3570,2689,178,-1410,-5302,788,167,-4849
1409,20694,3505,2689,4346,668,774,168,474,-4923
1410,20694,3556,2689,3414,-1788,-3204,466,-507,-4970
1411,20634,3622,2689,-546,-2276,-364,568,-803,-6008
1412,20419,3639,2689,3942,408,-4250,403,175,-4611
1413,20419,3652,2690,990,-2032,-1738,520,-1327,-4505
1414,20037,3575,2688,4448,-1236,-3890,597,1493,-3745
1415,20037,3478,2690,4802,86,-10134,155,-212,-4812
1416,19606,3476,2690,5394,-132,-1588,-210,2223,-6256
1417,19606,3521,2688,1268,-2270,-3958,-355,-453,-5743
1418,19224,3545,2689,442,2124,-714,-788,185,-4452
1419,19056,3657,2690,1596,-88,1188,1305,-651,-8431
1420,19056,3578,2689,240,2792,-6134,503,216,-3954
1421,18781,3887,2688,3202,1370,-3284,51,2369,-3597
1422,18781,3091,2688,1774,648,-5974,1305,-136,-5121
1423,18590,3460,2690,1866,-2310,-3198,-9,1522,-3650
1424,18279,3404,2688,752,-3432,-1788,-336,953,-4328
1425,18279,3511,2689,1868,2718,-2340,19,-1902,-4266
1426,18219,3572,2689,1612,1382,-9152,-226,474,-1422
1427,18219,3556,2688,3790,2282,-6834,691,-136,-1478
1428,18219,3880,2688,-570,748,-2962,359,994,-2115
1429,18219,3147,2688,3424,310,-1728,359,433,-2103
1430,18207,3513,2689,620,320,-1966,158,-12,-3983
1431,18219,3477,2689,2250,-146,-3570,-132,-263,-3447
1432,18219,3431,2688,1888,2608,204,-284,-266,-2589
1433,18183,3400,2688,-418,-2796,-400,175,-387,-2026
1434,18183,3427,2689,2352,-1262,-1284,707,388,-3597
1435,18100,3313,2688,2686,2406,-8146,193,-1143,-1372
1436,18100,3503,2687,1464,1808,-1670,-133,362,-2916
1437,17932,3496,2689,446,696,-2366,530,-599,-3606
1438,17681,3524,2691,2066,2144,-5548,-626,68,-5333
1439,17681,3712,2690,2586,-820,-1096,187,-3,-3438
1440,17370,3543,2687,-348,-1654,-1596,-97,632,-3913
1441,17370,3450,2687,2850,946,-3640,-959,-482,-1116
1442,17143,3330,2689,1184,2684,-6916,507,-89,-3247
1443,17143,3487,2689,1224,-606,-564,-320,521,-2421
1444,17119,3550,2688,878,-642,-1356,481,-980,-3199
1445,17119,3483,2690,1330,1354,-4422,-71,366,-1251
1446,17119,3578,2688,3560,-3190,1006,190,-327,-2613
1447,17047,3593,2688,-868,2814,-3406,103,-197,-2645
1448,17047,3546,2689,4724,-880,-5208,436,753,-3597
1449,17035,3430,2688,1306,-1970,-390,126,-1031,-2934
1450,17035,3539,2690,524,2550,-8056,-414,1379,-3303
1451,17035,3587,2689,2614,1224,286,587,83,-1605
1452,17107,3129,2688,722,392,-2346,800,-975,-3462
1453,17107,3863,2690,1040,-3310,-2016,-42,-152,-847
1454,17119,3523,2689,716,1386,-9470,-26,270,-538
1455,17119,3442,2689,2254,-466,-1568,-784,471,-1567
1456,16976,3394,2688,736,-782,-5120,-155,-1140,-1216
1457,16617,3625,2689,-412,488,-2828,-481,-177,-220
1458,16617,3246,2691,1684,-1478,-2178,1140,-320,-7729
1459,15337,3556,2687,-2488,-2826,-5714,465,-707,-1720
1460,15337,3479,2688,-334,1310,-4398,736,1722,-618
1461,14058,3478,2689,-160,618,-4402,168,-523,-1225
1462,14058,3701,2689,1690,-1276,-1692,-249,858,246
1463,12886,3112,2691,-3482,1618,-4616,-500,-905,202
1464,11870,3565,2691,-3826,-1968,-1726,-216,740,-2353
1465,11870,3510,2686,-2428,-1388,-1912,246,-313,1508
1466,10842,3581,2686,-1676,-436,-5622,87,-2146,3264
1467,10842,3397,2689,-174,-1808,-3462,71,86,1074
1468,10500,3554,2688,-2040,526,-330,552,-530,1805
1469,10500,3836,2687,-2492,-1272,-2848,-258,588,4213
1470,10500,3113,2689,-1876,20,-3338,-678,750,3904
1471,10500,3580,2687,-1560,-1854,634,627,388,6989
1472,10500,3524,2687,-2898,2772,-7710,200,-1511,5206
1473,10500,3641,2691,-5130,1376,-2684,1317,1459,4366
1474,10500,3382,2690,-5566,-1216,-3906,572,-1266,4549
1475,10500,3385,2690,-4204,-2116,-5146,-959,1875,8298
1476,10500,3995,2686,-434,-1000,-8174,-1495,-463,6580
1477,10500,3298,2688,-2286,-2388,-2542,-323,813,6073
1478,10500,3445,2689,-66,672,808,239,-975,8445
1479,10500,3539,2690,-5738,-972,-286,1237,-1391,3789
1480,10500,3528,2691,-3094,-1352,-3058,42,401,6049
1481,10500,3393,2688,-1876,-1310,-10246,-959,-727,13302
1482,10500,3453,2688,-2234,-1830,-3814,123,2293,4578
1483,10698,3372,2688,-2016,1576,-5098,-626,-1187,6314
1484,10698,3497,2689,-5288,-852,1636,-407,-463,7614
1485,10686,3608,2691,-3152,-896,-4150,1292,-120,2769
1486,10686,3445,2690,-7928,-234,-5088,407,-1994,6173
1487,10500,3530,2690,-5714,-1286,-4148,503,-127,4988
1488,10500,3576,2687,-842,-2384,-7362,-355,1328,6945
1489,10500,3553,2688,-1296,2570,-4174,-7,1109,7820
1490,10500,3583,2691,-2356,-1882,-3200,403,2125,6491
1491,10500,3598,2690,-2420,-1216,-3854,-122,-85,8575
1492,10500,3375,2690,-5274,874,-4478,-248,-863,8616
1493,10500,3459,2689,-2090,-986,-80,997,-308,5248
1494,10500,3339,2690,-7992,1920,-5198,-1184,-1641,4918
1495,10500,3389,2691,-2788,-4440,-5822,81,-101,6880
1496,10500,3611,2687,-3106,2930,-7540,-32,617,7178
1497,10500,3982,2689,424,-2266,-3704,-733,1033,6329
1498,10500,3360,2692,-1186,-1080,-3518,549,-168,5849
1499,10997,3530,2689,-1628,-628,-6550,-29,-917,5012
1500,10997,3533,2688,-5240,2146,-4438,1595,108,4894
1501,11870,3442,2688,-3030,-3090,-6916,-91,-679,7225
1502,11870,3347,2688,-3258,3870,-1920,-872,-990,5454
1503,13030,3425,2690,-3526,-2912,-1158,55,137,6606
1504,14453,3923,2689,-2200,-816,-4148,-313,489,7782
1505,14453,3315,2689,-5208,-1700,-640,371,1861,7190
1506,17251,3608,2689,-980,182,-2518,184,3116,8242
1507,17251,3822,2689,-2134,556,1066,481,1074,5457
1508,16964,3432,2690,-1868,1462,-6334,-652,-1333,3394
1509,17000,3389,2693,-292,-110,-6394,-1240,-111,-231
1510,17000,3380,2693,-3732,988,-8300,-258,458,1879
1511,17011,3409,2688,-2930,2364,1236,-467,-497,2165
1512,17011,3479,2687,98,-3136,930,-358,-355,1870
1513,17011,3702,2690,-2964,516,3376,-4,791,305
1514,17011,3604,2688,-470,2892,-2826,668,356,302
1515,17023,3535,2692,-3120,274,-5866,333,-1127,4440
1516,17035,3373,2690,-1846,1610,-10098,406,-41,-977
1517,17035,3369,2688,-2264,474,-7448,374,1058,-1484
1518,17023,3675,2687,-1956,2710,1014,785,-291,-172
1519,17023,3306,2688,-1160,-568,-2074,519,566,-181
1520,17035,3271,2688,-1764,3426,166,536,-50,113
1521,17035,3905,2688,-482,-270,-2322,475,-158,688
1522,17023,3113,2690,882,-1734,-6774,-432,1166,146
1523,16988,3470,2689,-192,5132,-3828,-765,-469,-1673
1524,16988,3954,2688,204,-38,-2742,-520,1065,-753
1525,16976,3498,2688,-648,-2926,802,636,-79,-612
1526,16976,3121,2689,676,3640,-6442,122,-381,-158
1527,16976,3516,2689,2058,1012,214,-26,-704,-1764
1528,16976,3481,2688,-104,-632,-10370,-158,3157,1425
1529,16964,3603,2688,2666,-8,-446,-420,-1575,-1794
1530,16964,3492,2686,-1754,890,-6192,133,928,-1679
1531,16964,3427,2688,1382,-1554,-1006,-207,527,-1157
1532,16904,3896,2692,148,-1360,-5648,1798,-2705,-3096
1533,16904,3025,2690,-1430,3256,-2104,-503,1525,-544
1534,16772,3574,2687,4372,-176,-82,507,-1120,-78
1535,16772,3355,2690,-304,-1442,-3626,-539,-123,261
1536,16521,3558,2690,2006,1740,-2590,-907,687,-122
1537,15720,3445,2686,1580,664,-4538,-762,-1892,-1086
1538,15720,3633,2689,-2272,556,-8342,423,254,1313
1539,13795,3947,2689,-2760,-1084,-9578,-823,1179,1776
1540,13795,3076,2689,2380,1266,-3818,-456,502,140
1541,11643,3533,2689,-704,332,-502,-500,-599,1446
1542,10500,3420,2688,-2618,-1302,-6774,472,-285,1684
1543,10500,3495,2694,-720,766,2366,888,-794,2135
1544,10500,3483,2691,-180,-3202,-11150,3038,-282,-8879
1545,10500,3615,2684,-2958,-1430,858,671,245,2919
1546,10500,3680,2686,-1362,282,-4926,-684,-600,5141
1547,10500,3622,2689,-2232,2328,-2574,-649,1753,3008
1548,10500,3576,2688,-840,-690,-7512,-646,-831,1528
1549,10500,3412,2688,-3160,-228,-8410,6,1147,3762
1550,10500,3490,2690,604,3814,-8032,-562,273,4384
1551,10500,3459,2689,-2440,-618,-3468,-217,188,2253
1552,10500,3514,2687,1592,-610,-584,29,401,4422
1553,10500,3726,2689,100,-454,-5576,707,-273,5775
1554,10500,2965,2690,-2660,-2434,-6558,745,134,2312
1555,10500,3453,2691,-5938,-658,-9870,329,-1057,6070
1556,10500,3431,2689,-258,-2872,-7418,-468,-571,4735
1557,10500,3230,2687,-382,114,-5934,-284,270,5312
1558,10500,3626,2688,-1908,-278,-3160,-307,-641,7219
1559,10500,3842,2690,-424,-2278,-252,947,-53,5107
1560,10500,3922,2691,-2760,-2950,-5962,959,871,4343
1561,10500,3114,2690,-3938,-604,-8686,-1343,-965,12987
1562,10500,3529,2689,-8366,1438,2380,720,1239,6771
1563,10500,3514,2687,-820,-792,-9072,-639,703,5834
1564,10500,3475,2686,-202,338,-750,-1227,156,6235
1565,10500,3735,2691,-1494,1208,-1570,-230,1115,9176
1566,10500,3571,2694,-3306,-376,-3680,1359,-89,4705
1567,10500,3449,2691,-4098,-1182,-1736,549,-1083,4714
1568,10500,3527,2687,-3994,-2646,-7738,-1456,-2127,8935
1569,10500,3550,2685,-2322,-6660,-7722,-13,442,6574
1570,10500,3444,2683,-4564,-360,-7482,-452,92,5987
1571,10500,3353,2688,-4194,1136,472,-536,737,7322
1572,10500,3533,2693,-1280,-312,-6706,930,1779,5295
1573,10500,3715,2692,-1678,-1802,-972,191,1125,5424
1574,10500,3615,2689,-5804,-1866,-5708,-106,83,7275
1575,10500,3234,2689,-4314,286,-3642,430,976,6957
1576,10500,3356,2685,-1368,-834,-4022,-436,-1673,6886
1577,10500,3663,2686,-7076,2832,-2244,-1353,-2213,9497
1578,10500,3621,2689,100,202,-3152,139,-91,4685
1579,10500,3625,2691,-2366,-2158,-3716,452,-520,7744
1580,10500,3824,2690,-4348,-530,-4550,827,928,6757
1581,10500,3732,2691,-4244,-982,-6102,-903,348,5837
1582,10500,3445,2687,-6376,4456,-9332,-471,-1508,8955
1583,10500,3590,2687,-1666,-2036,-4854,-775,-733,7355
1584,10500,3746,2688,-230,-38,-6244,494,-1235,4316
1585,10500,3492,2690,-3232,3022,-420,575,-260,4720
1586,10500,3259,2690,520,-882,-5602,762,439,5810
1587,10500,3947,2691,-4226,-1158,1332,742,356,3429
1588,10500,3650,2688,-3686,-1276,-9046,-451,306,7069
1589,10500,3220,2689,-1228,1408,-6078,-358,1058,3072
1590,10500,3935,2686,-2832,472,-2788,142,-733,5634
1591,10500,2801,2686,278,-1380,-588,1237,-479,3453
1592,10500,3536,2692,-152,2694,-6030,1175,-1429,3270
1593,10500,3603,2692,-4668,-302,-4728,1766,597,5177
1594,10500,3363,2688,-1592,-1946,-5296,1443,744,6636
1595,10500,3169,2686,-4630,994,-3898,575,-1285,3181
1596,10500,3637,2686,-8058,-1520,-7020,-336,2008,4838
1597,10500,3648,2688,-3624,-284,-5470,-723,502,7493
1598,10500,3357,2686,374,-3598,-7636,-217,1347,6759
1599,10500,3266,2686,-1788,-890,1636,904,362,2689
1600,10500,3801,2691,-1772,-2848,-722,939,-775,4744
1601,10638,3487,2693,-3036,230,-3800,1195,569,4021
1602,10638,3621,2690,-5960,288,-12192,-381,-1778,5940
1603,10686,3518,2687,-2572,272,-2732,-568,435,5404
1604,10686,3403,2683,-2144,-1110,-2772,-539,-1304,6724
1605,10650,3453,2685,-3764,-1698,-2820,-339,-987,7269
1606,10650,3276,2690,-3726,-922,2964,145,-9,6040
1607,10519,3627,2690,-3326,1196,-626,349,1045,6329
1608,10500,3708,2688,788,-1020,-2862,629,99,4481
1609,10500,3539,2693,-6582,2376,-8910,765,-1644,5984
1610,10614,3261,2691,-5788,-4696,1568,643,-82,3296
1611,10614,3412,2684,-1680,2340,-5256,-513,-142,6506
1612,10973,3689,2684,-1448,-4038,-986,-200,900,5118
1613,10973,3625,2689,-2920,2106,-3320,1453,2707,7240
1614,11870,3809,2690,-1650,2852,-6250,-307,709,6353
1615,12934,3796,2689,-4810,2678,-7204,-239,197,6594
1616,12934,3412,2689,-1024,402,-7144,-581,-37,3918
1617,14130,3338,2687,1312,-3120,-4204,290,-1940,5159
1618,14130,3649,2687,-6484,-2014,-6718,-216,267,5796
1619,15409,3145,2687,-532,1110,-6594,-175,1099,6565
1620,15409,3542,2685,-360,-594,-1176,391,982,6167
1621,16509,3562,2688,-4522,1800,-200,300,1727,703
1622,16976,3715,2691,-324,3918,-4532,-106,496,4372
1623,16976,3321,2689,-2362,3840,-1094,540,-605,2766
1624,16988,3377,2691,-1504,1264,-7516,-113,-495,5404
1625,16988,3064,2690,-2080,1908,174,-303,-618,1289
1626,17119,3543,2687,-1022,2770,-3726,-317,254,2492
1627,17215,3740,2688,-1578,1624,-2906,-113,1039,1970
1628,17215,3845,2688,-222,2462,448,378,-765,1628
1629,17466,3649,2689,-142,902,-7884,110,-1412,1858
1630,17466,3448,2689,-3734,-1346,-7106,-367,513,1296
1631,17896,3452,2688,-1578,2762,-7904,-203,1401,-2012
1632,17896,3907,2686,-572,-1832,-4698,-536,-657,-308
1633,18219,3211,2688,-2118,2726,-7240,126,2945,-6804
1634,18279,3552,2689,3478,-764,18,475,756,-491
1635,18279,3537,2688,-1624,-1260,-3036,-297,-326,181
1636,18243,3515,2690,1366,-160,-6786,-591,1842,-585
1637,18243,3497,2692,604,2444,-5162,-87,-1003,-1275
1638,18183,3519,2688,-1420,894,-5422,-3748,74,5345
1639,18183,3835,2687,1702,310,-4366,597,-590,-1154
1640,18088,3135,2688,78,1284,-4988,1024,490,-1396
1641,18195,3505,2689,1336,-502,-686,-571,623,72
1642,18195,3569,2687,1206,-998,-8462,75,522,-381
1643,18673,3456,2690,-628,834,1630,397,476,-1561
1644,18673,3556,2689,412,1318,-4126,126,-409,-2318
1645,19032,3560,2688,-552,2986,-3612,278,188,-1947
1646,19032,3577,2689,628,-1784,-1438,508,443,-891
1647,19176,3956,2688,-808,1746,-4568,-636,1534,588
1648,19176,3350,2688,3528,762,-3900,-626,1008,-2904
1649,19176,3676,2688,2070,-48,-5238,-194,45,-3494
1650,19068,3569,2688,1604,-1152,-698,-38,163,-3497
1651,19068,3331,2688,1788,-622,-4492,284,-1131,-2530
1652,18865,3791,2690,214,-640,-6060,136,267,-2925
1653,18865,3291,2690,2010,-1448,-4776,-248,1382,-2905
1654,18638,3521,2690,-170,1210,-5892,207,-936,-2919
1655,18267,3831,2691,2520,-2174,-3272,126,1277,-2878
1656,18267,3370,2689,2380,-322,-4630,-294,458,-3468
1657,17980,3501,2689,1682,2024,-7772,698,-155,-3485
1658,17980,3602,2689,2014,-1084,-3648,187,432,-5457
1659,17789,3467,2689,1492,3034,-5850,-3,-619,-2572
1660,17848,3564,2690,1710,-118,-5312,-174,-243,-3196
1661,17848,3535,2689,2672,2004,-4928,158,140,-1973
1662,17860,3660,2689,1246,-188,-2912,-216,499,-3314
1663,17860,3588,2689,2164,1150,-6752,-187,871,-1587
1664,17836,3609,2691,4122,3284,-6748,-310,792,-2955
1665,17836,3525,2689,996,1770,-2920,52,5,-4764
1666,17777,3481,2689,-478,-1646,774,133,-603,-3391
1667,17777,3604,2688,3690,916,-3456,275,-126,-2975
1668,17777,3418,2689,1714,670,-3092,485,-370,-2061
1669,17573,3640,2690,974,-1542,-3752,394,1039,-3217
1670,17573,3136,2689,-58,966,-8770,-175,248,-1584
1671,17394,3468,2689,2446,-738,-5038,-620,-1194,-538
1672,17394,3480,2689,2446,1526,-4624,-168,-254,-3093
1673,17143,3587,2688,374,-2114,242,103,-184,-2321
1674,17143,3572,2689,312,2314,-6428,191,-822,-329
1675,17143,3491,2689,-988,698,-174,878,899,-954
1676,17131,3628,2689,2578,2292,-6006,-346,-315,-750
1677,17131,3572,2687,-222,1886,-1204,-317,92,-1151
1678,17155,3689,2689,794,-386,-4112,49,-831,-290
1679,17155,3497,2688,2974,3560,-4870,-678,382,-2009
1680,17358,3536,2688,3372,-464,-3964,656,792,258
1681,17382,3399,2690,28,-1718,-5018,975,-1019,-1018
1682,17382,3531,2689,278,-876,-4556,123,646,-841
1683,17346,3560,2692,1778,526,-4254,-475,-1464,-273
1684,17346,3143,2690,818,-2798,-1212,214,-1774,-1534
1685,17263,3745,2690,1446,404,-2352,236,32,-1820
1686,17263,3337,2690,314,-966,-2884,87,280,688
1687,17143,3561,2690,-928,-1386,-3714,-1159,1064,-11472
1688,17143,3597,2690,-10,-1876,-4914,-898,54,-1089
1689,17131,3447,2690,-530,638,-4216,-1259,1427,-2436
1690,17466,3581,2689,936,2526,-4240,158,1109,-2790
1691,17466,3172,2689,988,936,1330,988,-308,-2684
1692,17585,3477,2690,1302,-406,-5622,462,-1028,-3211
1693,17502,3441,2690,520,-1494,-3352,249,868,-1852
1694,17502,3447,2690,422,-236,-5472,-959,-101,-3700
1695,17286,3475,2689,-846,2524,-4628,-569,-1185,-1740
1696,17286,3510,2688,1100,-1122,-3306,-394,801,-576
1697,17286,3930,2689,2412,1874,-3478,797,1086,-1844
1698,17275,3214,2688,1788,200,-4440,840,461,-2477
1699,16342,3544,2689,4056,-1572,-5008,294,-298,-2645
1700,15337,3434,2691,1918,712,-4564,-152,-1069,-1785
1701,15337,3618,2689,1752,-1900,-694,87,-790,-694
1702,14285,3615,2689,-628,830,-1300,410,715,-951
1703,14285,3638,2689,-1254,16,-5188,104,439,-1623
1704,13281,3554,2688,524,-30,-4844,-271,518,66
1705,13281,3926,2687,-3264,-1158,-1764,120,-1238,2227
1706,12683,3150,2687,-1702,1496,-6608,-555,-196,1286
1707,12456,3650,2688,-1954,1036,-3810,-507,-997,1280
1708,12456,3416,2687,-2948,546,-926,284,83,1563
1709,12480,3502,2689,-1008,-552,-3174,-888,-1635,7072
1710,12480,3426,2688,-3454,2294,-7864,-1001,-1079,3942
1711,12073,3705,2687,-2130,820,-1834,-22,-250,2324
1712,12073,3798,2688,-1272,-2090,-3096,623,-329,3120
1713,10746,3029,2690,-1006,3488,-6122,-342,820,4169
1714,10500,3582,2690,-3302,26,-3682,1411,306,835
1715,10500,3405,2689,-1190,1476,-5974,-64,-215,2716
1716,10500,3486,2690,-758,-3308,-4996,-48,328,4655
1717,10500,3476,2687,-2296,-2730,-6768,165,-1943,3108
1718,10500,3630,2687,980,-3022,1036,-1443,-1159,5545
1719,10500,3268,2689,-1582,716,-3112,120,-568,5227
1720,10500,3793,2689,68,-2918,1570,817,-12,4077
1721,10500,3541,2690,-1584,-442,-5592,-277,-867,4372
1722,10500,3070,2688,-1756,-476,-6390,607,-383,3594
1723,10500,3512,2688,-1892,-3844,-5806,-726,150,4175
1724,10500,3365,2685,308,-3310,-8514,-662,1029,6854
1725,10500,3334,2688,-2460,2318,-2000,84,404,3603
1726,10500,3516,2691,-2936,-1968,-5226,300,-844,5896
1727,10500,3571,2690,-2040,442,-7632,349,991,5975
1728,10500,3481,2689,-3556,2202,-2650,-103,-711,7140
1729,10500,3574,2687,-2220,-3450,-8240,-339,728,2592
1730,10500,3609,2688,-1214,-240,-2932,-277,-505,7935
1731,10500,3505,2690,-4810,5778,-2496,-578,-429,5377
1732,10500,3804,2689,-2074,-1398,-3496,-274,341,4587
1733,10500,3847,2688,-1552,-942,-2126,-13,-752,5919
1734,10500,3377,2691,-6614,832,-4176,978,-720,4637
1735,10500,3450,2690,-4970,1310,-7620,769,982,4679
1736,10500,3602,2688,-3666,1556,-5712,523,-212,5728
1737,10500,3700,2687,-4632,-3392,2056,10,1858,3621
1738,10500,3746,2689,-2708,2880,-3476,-139,-18,5097
1739,10500,3631,2689,-3666,784,-6762,152,-368,2059
1740,10500,3815,2692,-4248,598,-3836,-287,-1444,6530
1741,10500,3659,2689,-5110,-3120,-6650,133,71,6659
1742,10949,3341,2685,1070,1070,-3282,969,-155,5746
1743,10949,3521,2687,532,-1160,-268,1262,413,2530
1744,11643,3685,2692,-2668,538,-4062,213,661,6409
1745,11643,3808,2691,-2850,-4610,-3250,507,105,5091
1746,12241,3702,2686,-4978,1354,-9218,-323,160,7204
1747,13018,3340,2687,-2386,-742,792,-1101,-1323,9553
1748,13018,3675,2687,-1908,1278,-3156,-587,-1908,6158
1749,13783,3529,2690,-8912,558,4882,323,388,5501
1750,13783,3585,2689,-1840,-20,-4556,717,842,7437
1751,14417,3911,2688,870,-4030,-3626,1482,938,3812
1752,14417,3745,2687,-6000,-858,2174,966,1836,5545
1753,15110,3492,2690,-7046,-1298,154,1005,-15,4818
1754,15110,3435,2688,-1880,-2766,1432,-42,-867,5707
1755,15110,3422,2689,-306,2326,-5942,-426,-946,3671
1756,15696,3536,2689,-3402,2586,-526,710,972,1192
1757,15696,3587,2689,-1064,-2100,-1492,510,-111,3099
1758,15768,3782,2689,-2200,1894,-5358,-610,426,3347
1759,15983,3229,2690,-4450,3542,-1708,-174,-701,2336
1760,15983,3539,2688,-4942,-1298,372,16,-240,1752
1761,16426,3432,2688,-1376,3244,-4012,727,-860,3252
1762,16426,3612,2689,-2712,-1048,-5390,326,1122,1107
1763,16892,3707,2690,-1890,3316,-3108,527,141,2147
1764,16892,3701,2688,-2086,-1166,-5776,-1120,160,1708
1765,16976,3578,2689,-2642,234,-6396,-652,547,2990
1766,17047,3461,2688,-520,2148,-1812,39,127,2144
1767,17047,3654,2687,-1450,-2150,456,246,-2121,-52
1768,17107,3595,2690,-324,-624,2166,746,414,788
1769,17107,3466,2689,-1068,-24,-2060,323,506,2483
1770,17215,3520,2689,-1474,-176,-8606,319,-266,1787
1771,17215,3525,2689,-2136,3058,-4824,-65,791,-87
1772,17454,3480,2689,-364,616,674,-245,-34,6701
1773,17454,3755,2686,1252,1536,-4376,691,150,-485
1774,17466,3107,2689,-2114,3200,-6136,-484,750,3120
1775,18219,3332,2691,-2848,-240,-3988,-116,89,1823
1776,18219,3551,2690,406,624,-2470,265,1439,891
1777,18219,3537,2686,-758,402,-5262,-533,252,-234
1778,18327,3509,2690,-1846,860,-6326,200,-609,550
1779,18327,3455,2691,1326,1736,-6440,268,1347,-685
1780,18255,3470,2689,436,1666,-3936,-526,-599,-1626
1781,18255,3515,2687,-1020,-1372,-5072,9,254,-1425
1782,18255,3648,2690,1812,1740,-2922,752,-15,-1463
1783,18255,3515,2689,-1716,-160,-1830,-416,817,-66
1784,17478,3260,2689,1190,-102,-3528,304,280,-4446
1785,17143,3856,2689,2206,1828,-6836,46,786,-2960
1786,17143,3392,2689,224,634,-4312,-923,-710,-552
1787,17000,3385,2689,1006,114,-3598,-348,-940,-497
1788,17000,3670,2689,2416,2470,-3520,326,-101,-1808
1789,16964,3267,2689,1060,892,-2554,-262,-1006,-2215
1790,16964,3453,2689,-502,-2084,-666,-403,-94,2813
1791,16964,3435,2689,1552,2102,-8086,-494,461,-2433
1792,16964,3399,2689,1296,2758,-4280,565,-688,-6421
1793,16964,4113,2691,2286,176,-6974,949,423,-1767
1794,16904,3012,2688,4438,-506,-1998,717,-952,-2489
1795,16904,3466,2690,2042,-884,-2378,-84,-285,-1961
1796,16868,3566,2688,584,494,-7126,-283,-1091,-1177
1797,16868,3469,2688,-556,-668,-2646,-1117,-739,626
1798,16772,3546,2690,74,-182,-2746,120,-82,-25
1799,16617,3412,2690,52,-1876,-4472,107,261,-1738
1800,16617,3851,2689,4382,-1404,-4536,-290,-1006,373
1801,16270,3390,2688,1096,-1512,-5586,27,957,-2418
1802,16270,3487,2689,-1298,-2072,-1828,-61,-964,-2904
1803,16163,3396,2688,-1454,48,-4918,-594,45,494
1804,16163,3465,2689,2540,1086,-2372,436,-1330,1451
1805,15947,3533,2689,1726,-168,-5098,191,-1720,-2631
1806,15756,3354,2689,-1368,-858,-3986,300,-270,-912
1807,15756,3812,2689,1466,2254,-3748,336,-49,-496
1808,15230,3344,2690,-470,-1888,-8056,-300,1318,-308
1809,15230,3514,2692,-1760,-1416,-4696,436,29,-396
1810,14429,3366,2691,-2448,-1598,-2404,-6,439,-556
1811,13544,3517,2688,702,-1026,480,113,-1060,-520
1812,13544,3795,2688,572,574,-7212,-345,-437,-66
1813,13006,3278,2690,-1760,-1684,-3066,100,-1111,1864
1814,13006,3273,2690,-3440,1396,-5880,733,667,936
1815,12779,3419,2689,-1790,1044,-856,-159,-520,2123
1816,12779,3537,2687,-2474,1230,-4950,255,3,3688
1817,12695,3356,2688,-4838,974,-5382,-103,-329,1395
1818,12492,3656,2690,-3050,730,-814,-170,1399,3347
